coord_x,coord_y,timestamp_unix_ns,timestamp_readable,anchor_0_local_x,anchor_0_local_y,anchor_0_local_z,anchor_0_distance_m,anchor_0_azimuth_deg,anchor_0_elevation_deg,anchor_0_data_age_ms,anchor_1_local_x,anchor_1_local_y,anchor_1_local_z,anchor_1_distance_m,anchor_1_azimuth_deg,anchor_1_elevation_deg,anchor_1_data_age_ms,anchor_2_local_x,anchor_2_local_y,anchor_2_local_z,anchor_2_distance_m,anchor_2_azimuth_deg,anchor_2_elevation_deg,anchor_2_data_age_ms,anchor_3_local_x,anchor_3_local_y,anchor_3_local_z,anchor_3_distance_m,anchor_3_azimuth_deg,anchor_3_elevation_deg,anchor_3_data_age_ms
2,0,1758015498910910777,2025-09-16 17:38:18.910,,,,,,,,,,,,,,,187.6597,216.7779,-243.2430,376.0000,-49.12,40.31,457.4,,,,,,,
2,0,1758015498970852240,2025-09-16 17:38:18.970,680.3559,175.0655,-26.0180,703.0000,-14.43,2.12,449.8,,,,,,,,,,,,,,,,,,,,,
2,0,1758015499061265067,2025-09-16 17:38:19.061,,,,,,,,443.5255,-400.8263,-86.2522,604.0000,42.10,8.21,418.1,,,,,,,,,,,,,,
2,0,1758015499068296849,2025-09-16 17:38:19.068,,,,,,,,,,,,,,,188.2083,208.6600,-251.3318,377.0000,-47.95,41.81,459.5,,,,,,,
2,0,1758015499130382340,2025-09-16 17:38:19.130,,,,,,,,,,,,,,,,,,,,,,63.5078,-46.1411,-135.9660,157.0000,36.00,60.00,450.5
2,0,1758015499243165924,2025-09-16 17:38:19.243,,,,,,,,419.7231,-394.9742,-155.6821,597.0000,43.26,15.12,408.2,,,,,,,,,,,,,,
2,0,1758015499234641635,2025-09-16 17:38:19.234,,,,,,,,,,,,,,,193.6932,237.4913,-219.5673,377.0000,-50.80,35.62,469.1,,,,,,,
2,0,1758015499294847332,2025-09-16 17:38:19.294,684.2271,167.8091,-45.9287,706.0000,-13.78,3.73,471.9,,,,,,,,,,,,,,,,,,,,,
2,0,1758015499327638060,2025-09-16 17:38:19.327,,,,,,,,,,,,,,,,,,,,,,62.6988,-45.5534,-134.2339,155.0000,36.00,60.00,501.4
2,0,1758015499423490984,2025-09-16 17:38:19.423,,,,,,,,428.6895,-406.9533,-108.6983,601.0000,43.51,10.42,464.8,,,,,,,,,,,,,,
2,0,1758015499396733357,2025-09-16 17:38:19.396,,,,,,,,,,,,,,,178.4833,199.0836,-262.9343,375.0000,-48.12,44.52,491.7,,,,,,,
2,0,1758015499456847943,2025-09-16 17:38:19.456,685.0091,146.8907,-24.2200,701.0000,-12.10,1.98,431.7,,,,,,,,,,,,,,,,,,,,,
2,0,1758015499522563085,2025-09-16 17:38:19.522,,,,,,,,,,,,,,,,,,,,,,61.8898,-44.9656,-132.5019,153.0000,36.00,60.00,446.4
2,0,1758015499606927847,2025-09-16 17:38:19.606,,,,,,,,430.0222,-404.1003,-102.8825,599.0000,43.22,9.89,414.1,,,,,,,,,,,,,,
2,0,1758015499618849536,2025-09-16 17:38:19.618,681.2475,159.4089,-57.3987,702.0000,-13.17,4.69,467.9,,,,,,,,,,,,,,,,,,,,,
2,0,1758015499720505103,2025-09-16 17:38:19.720,,,,,,,,,,,,,,,206.0165,229.8027,-211.2438,374.0000,-48.12,34.39,454.4,,,,,,,
2,0,1758015499780842869,2025-09-16 17:38:19.780,681.0679,141.2903,-78.6353,700.0000,-11.72,6.45,444.4,,,,,,,,,,,,,,,,,,,,,
